online_order,book_table,rate,votes,rest_type,cuisines,cost,city
1,0,3.9,77,20,975,800,14
1,0,3.0,119,72,267,500,14
1,1,3.8,360,60,730,1300,14
0,0,3.9,78,62,181,650,14
1,0,3.7,83,20,513,600,14
1,0,3.6,113,72,1156,400,14
1,1,3.9,751,57,628,1500,14
1,0,3.9,367,29,1429,450,14
1,0,3.9,82,62,558,400,14
0,0,2.6,45,29,235,650,14
0,0,4.0,81,20,2,1000,14
1,0,3.8,77,13,436,550,14
1,0,3.8,311,20,723,800,14
1,0,3.7,42,62,521,500,14
0,0,2.9,56,20,104,700,14
0,0,3.7,90,20,1144,600,14
1,0,3.7,68,20,1548,800,14
1,1,4.0,178,20,29,1000,14
1,0,4.0,129,62,118,600,14
1,0,3.9,52,62,823,300,14
0,0,4.0,161,20,286,600,14
0,1,4.1,737,21,50,800,14
0,0,3.9,247,20,95,450,14
0,0,3.9,121,20,107,600,14
0,0,4.1,109,20,558,450,14
0,0,3.8,161,62,235,300,14
1,1,4.4,816,46,682,1200,14
0,0,3.8,139,21,1222,500,14
1,0,4.0,50,3,188,250,14
0,0,4.2,216,51,1555,300,14
0,0,3.8,164,20,77,650,14
1,0,4.1,91,29,1465,600,14
0,1,3.9,198,20,1156,700,14
0,0,3.7,53,3,190,350,14
1,0,3.8,44,13,389,500,14
0,0,3.7,41,62,84,250,14
0,0,4.0,95,29,181,300,14
0,0,2.8,69,62,868,300,14
0,0,3.8,104,62,1061,400,14
1,0,3.8,51,41,1547,300,14
1,0,3.9,248,4,896,1200,14
1,0,2.9,54,62,852,250,14
0,0,3.8,92,13,332,700,14
1,0,4.8,265,30,767,400,14
1,0,4.1,399,33,785,700,14
0,0,4.4,669,30,956,400,14
0,0,4.6,274,30,769,300,14
0,0,4.3,259,30,951,200,14
1,0,3.8,221,30,959,400,14
1,0,4.2,432,30,773,500,14
1,0,4.1,174,30,953,500,14
0,0,4.1,71,20,973,600,14
0,0,3.8,110,22,1221,700,14
1,0,3.9,35,29,181,500,14
1,0,3.9,90,30,767,300,14
0,0,3.9,87,30,773,300,14
1,0,3.9,64,31,770,600,14
0,0,3.9,78,62,181,650,14
0,0,4.0,81,20,2,1000,14
1,0,3.0,38,0,181,400,14
0,0,3.9,130,0,175,400,14
1,1,4.3,496,19,372,800,14
0,0,3.7,53,3,190,350,14
1,0,4.0,99,62,1121,400,14
0,0,4.0,95,29,181,300,14
1,0,4.0,120,32,216,150,14
1,0,4.4,287,29,930,500,14
1,1,4.5,506,13,455,650,14
1,0,3.8,109,30,956,450,14
1,0,3.8,48,70,1121,150,14
1,1,4.2,341,26,912,1400,14
0,1,4.3,416,54,799,1800,14
1,1,4.2,559,13,406,1200,14
0,1,4.6,1502,20,813,1400,14
0,1,4.4,1099,21,1172,1400,14
1,1,4.4,2329,54,39,1400,14
0,1,4.2,1132,20,1325,1600,14
0,0,4.5,1181,16,338,900,14
1,1,4.5,1013,20,558,1100,14
0,0,4.1,470,20,1156,800,14
1,1,4.5,1228,20,1385,800,14
1,1,4.4,347,20,249,600,14
1,0,4.1,1208,20,1156,800,14
1,1,4.4,816,46,682,1200,14
0,1,4.2,1989,20,703,800,14
0,1,3.9,300,20,56,750,14
1,0,4.2,219,20,84,1000,14
1,1,4.1,577,13,455,700,14
1,0,4.4,203,20,131,800,14
1,1,4.2,1196,60,888,1400,14
1,1,3.8,360,60,730,1300,14
0,1,4.0,662,54,746,1500,14
1,0,3.8,140,20,925,700,14
1,0,3.6,519,20,1399,600,14
1,1,3.9,321,20,52,750,14
1,1,4.3,473,20,1547,750,14
1,1,4.2,405,20,1509,1500,14
0,1,4.2,308,20,1067,1300,14
1,0,4.1,201,20,1543,650,14
0,1,4.2,783,20,1101,1400,14
1,1,4.0,702,20,610,800,14
1,0,3.9,248,4,896,1200,14
1,0,3.7,83,20,513,600,14
1,0,4.1,198,20,965,600,14
1,0,3.8,311,20,723,800,14
1,0,4.1,155,20,558,1100,14
0,0,3.8,92,13,332,700,14
1,1,4.1,223,20,135,500,14
1,0,3.7,214,20,111,700,14
0,1,3.9,74,21,629,1200,14
1,1,3.9,293,20,1521,900,14
1,1,4.0,178,20,29,1000,14
0,1,4.0,377,4,738,1300,14
1,0,2.8,234,20,521,700,14
0,0,4.0,241,13,387,600,14
1,0,4.1,172,13,763,700,14
1,1,4.1,448,20,609,500,14
1,0,3.9,240,20,235,600,14
1,1,3.7,399,20,1414,1000,14
1,0,3.7,220,62,266,400,14
1,0,3.7,209,20,1057,600,14
1,0,3.6,244,20,1599,400,14
1,0,4.1,200,20,1067,800,14
1,0,3.8,289,20,296,600,14
1,0,4.1,274,13,416,900,14
0,0,4.1,71,20,973,600,14
0,0,3.8,110,22,1221,700,14
1,1,3.7,83,20,59,800,14
1,0,3.8,88,62,1047,400,14
1,0,3.7,46,13,332,500,14
1,0,3.5,119,20,266,750,14
1,0,3.8,140,13,409,650,14
1,0,3.7,91,20,1277,500,14
1,0,3.6,56,13,332,650,14
1,0,3.1,150,20,1181,500,14
1,0,3.8,80,20,521,750,14
1,0,3.9,77,20,975,800,14
0,0,2.9,56,20,104,700,14
1,0,3.7,124,20,760,600,14
0,0,3.7,90,20,1144,600,14
0,0,4.0,81,20,2,1000,14
1,0,3.9,97,13,437,350,14
1,0,2.7,171,20,282,500,14
1,0,2.7,434,20,1474,750,14
1,0,4.1,399,33,785,700,14
0,0,4.1,203,62,1547,250,14
0,0,4.0,83,62,1352,500,14
0,0,3.9,47,62,1439,500,14
1,0,4.0,297,62,1156,350,14
1,0,3.9,93,62,1358,400,14
1,0,3.4,378,62,1474,400,14
1,0,4.1,498,62,1644,250,14
1,0,4.1,327,62,1589,300,14
1,0,4.2,386,62,322,500,14
1,0,3.8,69,62,1156,300,14
1,0,4.0,209,62,1507,600,14
1,0,2.4,48,62,832,450,14
1,0,3.9,96,62,591,300,14
1,0,4.0,89,62,817,200,14
1,0,3.6,195,62,1196,500,14
0,0,3.9,78,62,181,650,14
1,0,3.7,52,62,1046,350,14
0,0,3.6,84,62,591,200,14
0,0,3.5,87,62,1547,150,14
1,0,3.7,91,62,1628,200,14
0,0,3.7,300,62,1416,400,14
0,0,4.0,161,20,286,600,14
0,1,4.1,737,21,50,800,14
1,1,4.4,2589,22,1468,600,14
1,1,4.3,1437,20,1625,1500,14
0,0,3.9,247,20,95,450,14
1,1,4.1,840,13,474,800,14
1,1,4.5,418,20,145,1200,14
1,1,3.9,751,57,628,1500,14
0,0,3.9,121,20,107,600,14
1,0,3.9,219,20,68,600,14
0,1,4.0,237,20,1067,1400,14
1,0,3.9,420,20,1524,800,14
1,0,4.3,191,13,357,700,14
0,0,4.2,216,51,1555,300,14
0,0,4.1,109,20,558,450,14
0,0,3.8,164,20,77,650,14
1,1,4.1,229,20,1065,550,14
1,0,4.0,72,20,1088,400,14
1,0,3.9,358,20,1384,650,14
1,0,3.7,370,20,111,800,14
0,0,4.1,111,20,799,1400,14
1,0,4.1,383,20,557,700,14
1,0,4.0,3128,20,1402,750,14
0,0,4.2,89,20,84,700,14
1,0,3.9,191,20,1386,650,14
1,0,3.7,301,20,262,750,14
1,0,3.8,202,20,558,600,14
1,0,4.0,722,13,374,1000,14
1,1,3.6,104,13,654,800,14
1,0,3.9,190,20,1058,600,14
1,0,3.6,147,20,1276,700,14
0,1,3.9,198,20,1156,700,14
0,0,3.8,139,21,1222,500,14
1,0,3.5,312,20,1145,700,14
1,0,3.9,115,20,521,550,14
1,0,2.7,182,20,1426,450,14
1,0,4.4,1418,62,1115,300,14
1,0,3.9,110,62,817,400,14
1,0,4.0,175,62,208,400,14
1,0,3.9,718,62,323,600,14
1,0,3.8,185,62,235,250,14
1,0,3.7,118,62,84,300,14
1,0,4.0,129,62,118,600,14
1,0,3.1,616,62,322,450,14
1,0,3.9,186,62,558,500,14
0,0,3.7,53,3,190,350,14
1,0,3.8,173,62,235,300,14
1,0,3.7,118,62,609,450,14
1,0,3.8,140,62,1190,500,14
1,0,3.9,41,62,315,550,14
1,0,3.8,128,62,851,400,14
1,0,3.3,58,62,1497,300,14
0,0,3.7,41,62,84,250,14
1,0,3.9,52,62,823,300,14
1,0,4.0,209,62,1150,550,14
1,0,3.7,93,62,1058,400,14
1,0,3.8,49,62,1597,300,14
1,0,2.9,215,62,322,500,14
1,0,3.6,76,62,1061,450,14
1,0,3.3,351,51,79,350,14
1,0,3.9,611,20,539,750,14
1,0,3.7,71,20,82,450,14
1,1,4.5,506,13,455,650,14
0,0,4.0,157,57,878,1100,14
1,1,4.0,667,20,1307,700,14
1,1,3.5,131,20,1328,1000,14
1,0,3.8,200,20,66,600,14
1,0,4.1,98,13,384,500,14
1,0,3.7,73,19,398,500,14
0,0,3.8,161,62,235,300,14
1,0,4.3,332,62,322,300,14
1,0,3.5,324,20,1375,600,14
1,0,2.6,254,20,1196,1050,14
0,0,4.0,130,62,1547,200,14
1,0,3.9,71,62,547,250,14
1,0,3.8,109,21,56,600,14
1,0,3.8,44,13,389,500,14
1,0,3.2,123,20,1033,600,14
1,0,3.9,224,20,611,600,14
1,0,3.4,182,20,577,500,14
0,0,3.6,70,62,1561,200,14
0,0,3.5,50,20,1557,600,14
1,0,3.4,78,62,1552,400,14
1,0,3.7,64,62,581,400,14
0,0,3.7,100,4,1429,1200,14
1,0,3.8,98,20,558,500,14
1,0,3.8,92,62,1121,400,14
1,0,3.9,283,62,1335,250,14
0,0,3.7,103,20,1156,600,14
1,0,3.8,77,13,436,550,14
1,0,3.7,42,62,521,500,14
1,0,3.8,151,62,1476,500,14
0,0,3.7,161,62,1597,300,14
0,0,2.8,69,62,868,300,14
1,0,3.6,92,62,106,400,14
0,0,3.8,104,62,1061,400,14
0,0,3.6,77,62,1589,400,14
1,1,4.4,2329,54,39,1400,14
0,1,4.3,416,54,799,1800,14
1,1,4.2,1196,60,888,1400,14
1,1,4.4,816,46,682,1200,14
1,1,3.8,360,60,730,1300,14
0,1,4.0,662,54,746,1500,14
1,0,3.9,248,4,896,1200,14
0,1,3.9,74,21,629,1200,14
0,1,4.0,377,4,738,1300,14
1,1,3.9,751,57,628,1500,14
0,0,3.8,139,21,1222,500,14
0,0,4.0,157,57,878,1100,14
0,0,3.7,100,4,1429,1200,14
1,1,4.1,840,13,474,800,15
1,1,4.4,2589,22,1468,600,15
1,1,4.3,496,19,372,800,15
1,0,4.0,722,13,374,1000,15
1,1,3.6,104,13,654,800,15
0,0,4.5,1181,16,338,900,15
1,1,4.2,559,13,406,1200,15
1,0,4.1,399,33,785,700,15
1,1,4.1,577,13,455,700,15
0,0,4.3,167,13,332,500,15
1,0,4.3,191,13,357,700,15
0,0,3.8,92,13,332,700,15
1,0,3.7,73,19,398,500,15
0,0,4.0,241,13,387,600,15
1,0,4.1,172,13,763,700,15
1,0,3.8,44,13,389,500,15
1,0,4.1,274,13,416,900,15
0,0,3.8,110,22,1221,700,15
1,0,3.7,46,13,332,500,15
1,0,3.8,140,13,409,650,15
0,0,3.9,63,13,436,450,15
1,0,3.8,77,13,436,550,15
1,0,3.9,97,13,437,350,15
1,1,4.5,506,13,455,650,15
1,0,3.8,362,13,383,700,15
1,0,4.4,861,29,930,500,15
1,0,3.8,221,30,959,400,15
1,0,3.6,531,29,923,450,15
1,0,4.0,297,62,1156,350,15
1,0,3.7,52,62,1046,350,15
1,0,4.0,209,62,1507,600,15
1,0,4.2,386,62,322,500,15
1,0,4.4,220,30,956,400,15
1,0,3.7,118,62,84,300,15
1,0,4.0,3128,20,1402,750,15
1,0,4.4,1418,62,1115,300,15
1,0,4.1,498,62,1644,250,15
1,0,4.8,265,30,767,400,15
1,1,4.4,2589,22,1468,600,15
0,0,3.9,87,30,773,300,15
1,1,4.5,1228,20,1385,800,15
1,0,3.9,420,20,1524,800,15
1,0,3.7,215,72,574,450,15
1,0,3.3,58,62,1497,300,15
1,0,3.3,238,62,1196,400,15
1,0,4.0,148,29,260,400,15
1,1,4.1,448,20,609,500,15
1,0,3.9,191,20,1386,650,15
1,0,4.2,432,30,773,500,15
1,0,3.7,306,62,1338,400,15
1,0,3.5,408,62,323,600,15
1,0,4.1,327,62,1589,300,15
1,0,3.8,306,62,1499,400,15
1,0,3.1,616,62,322,450,15
1,0,4.3,332,62,322,300,15
1,0,3.9,162,29,1465,750,15
1,0,4.1,189,62,1547,100,15
1,0,3.8,257,62,1196,600,15
1,0,3.7,297,62,235,200,15
1,0,3.2,123,20,1033,600,15
1,0,3.9,96,62,591,300,15
1,0,3.6,92,62,106,400,15
1,0,3.7,41,29,1513,400,15
1,0,2.7,182,20,1426,450,15
1,0,3.9,247,62,1045,400,15
1,0,4.0,154,62,1121,400,15
1,0,3.6,153,62,1517,400,15
1,0,4.1,343,72,1392,500,15
1,0,2.7,434,20,1474,750,15
1,0,3.9,232,29,235,650,15
1,0,3.7,301,20,262,750,15
1,0,3.9,35,29,181,500,15
1,0,3.7,93,62,1058,400,15
1,0,3.8,140,20,925,700,15
1,0,3.7,50,30,769,300,15
1,1,4.3,1437,20,1625,1500,15
1,1,4.4,2329,54,39,1400,15
1,0,3.4,182,20,577,500,15
1,0,3.6,90,62,1670,400,15
1,0,3.7,48,72,93,150,15
1,0,4.2,376,62,1644,350,15
1,0,2.7,64,41,521,700,15
1,0,3.7,214,20,111,700,15
1,0,3.8,151,62,1476,500,15
1,0,3.8,109,30,956,450,15
1,0,3.9,110,62,817,400,15
1,1,4.1,577,13,455,700,15
1,0,3.2,107,29,1156,500,15
1,0,4.0,177,20,698,600,15
1,0,3.7,91,62,1628,200,15
1,0,3.8,128,62,851,400,15
1,0,2.6,227,62,1002,600,15
1,0,4.2,533,20,1135,800,15
1,0,3.7,118,62,609,450,15
0,0,3.4,58,62,1586,500,15
1,0,4.1,174,30,953,500,15
1,0,3.8,189,62,1474,400,15
1,0,3.5,324,20,1375,600,15
1,0,3.8,128,62,1494,300,15
1,0,3.8,289,20,296,600,15
1,0,3.8,140,62,1190,500,15
0,0,4.0,161,20,286,600,15
1,1,4.5,755,4,737,1300,15
1,0,3.9,84,30,767,300,15
1,0,3.7,370,20,111,800,15
1,0,3.8,48,70,1121,150,15
1,1,4.5,506,13,455,650,15
1,0,3.9,82,62,558,400,15
1,0,3.9,71,62,547,250,15
1,0,3.8,140,13,409,650,15
1,0,3.5,119,20,266,750,15
1,0,3.1,78,29,1296,500,15
1,0,3.9,190,20,1058,600,15
1,1,4.5,418,20,145,1200,15
1,0,3.6,56,13,332,650,15
1,0,3.7,57,29,624,500,15
1,0,3.9,41,62,315,550,15
1,0,3.8,173,62,235,300,15
1,0,3.7,71,20,82,450,15
1,0,3.9,64,31,770,600,15
1,0,3.8,88,62,1047,400,15
1,1,4.2,341,26,912,1400,15
1,0,3.9,97,13,437,350,15
1,0,3.6,42,20,103,600,15
1,0,3.5,312,20,1145,700,15
1,0,3.9,55,9,215,400,15
1,1,4.2,1196,60,888,1400,15
1,0,4.1,399,33,785,700,15
1,0,4.1,70,20,1156,700,15
1,0,4.1,98,13,384,500,15
1,0,2.4,48,62,832,450,15
1,1,3.7,399,20,1414,1000,15
1,0,3.8,98,20,558,500,15
1,0,3.7,64,62,581,400,15
1,0,4.0,209,62,1150,550,15
1,0,3.1,150,20,1181,500,15
1,0,4.0,89,62,817,200,15
1,0,3.9,224,20,611,600,15
1,1,3.6,104,13,654,800,15
1,1,4.3,473,20,1547,750,15
1,0,4.0,96,9,210,400,15
1,0,3.6,76,62,1061,450,15
1,0,2.7,194,20,1599,400,15
1,0,4.1,201,20,1543,650,15
1,0,4.2,219,20,84,1000,15
1,1,4.1,840,13,474,800,15
1,0,4.3,191,13,357,700,15
1,0,2.9,215,62,322,500,15
1,0,3.7,91,20,1277,500,15
1,0,3.8,31,41,773,300,15
1,0,3.9,240,20,235,600,15
1,0,2.7,171,20,282,500,15
1,0,3.8,49,62,1597,300,15
1,0,3.7,86,62,1109,400,15
1,1,3.8,360,60,730,1300,15
1,0,3.8,69,62,1156,300,15
1,0,3.9,219,20,68,600,15
1,0,3.6,147,20,1276,700,15
0,0,3.9,247,20,95,450,15
1,0,3.7,81,62,1571,200,15
1,0,3.9,611,20,539,750,15
1,0,3.9,358,20,1384,650,15
1,0,3.3,63,20,1197,500,15
1,1,3.9,751,57,628,1500,15
1,0,4.0,165,20,1156,500,15
1,0,4.1,252,1,177,350,15
1,0,3.6,68,20,309,450,15
1,0,3.7,73,19,398,500,15
1,0,3.8,80,20,521,750,15
1,0,2.8,100,41,735,800,15
1,0,3.8,109,21,56,600,15
0,0,4.2,216,51,1555,300,15
0,0,2.6,210,62,1196,400,15
1,0,3.9,375,62,54,400,15
1,0,4.1,274,13,416,900,15
1,1,3.9,293,20,1521,900,15
0,0,4.1,109,20,558,450,15
1,0,3.7,124,20,760,600,15
1,1,3.5,131,20,1328,1000,15
1,0,4.0,120,32,216,150,15
1,0,3.9,116,20,1181,1000,15
1,0,4.0,469,20,69,550,15
1,0,4.0,253,20,1386,600,15
1,0,2.7,227,20,572,750,15
1,0,3.8,232,20,1196,500,15
1,0,3.3,351,51,79,350,15
1,0,3.7,209,20,1057,600,15
1,0,3.7,46,13,332,500,15
1,0,3.8,77,13,436,550,15
1,0,3.9,77,20,975,800,15
1,0,4.1,91,29,1465,600,15
1,0,3.9,39,62,218,300,15
1,0,4.0,99,62,1121,400,15
1,1,4.3,496,19,372,800,15
1,0,3.6,519,20,1399,600,15
1,0,3.9,283,62,1335,250,15
1,0,3.6,113,72,1156,400,15
1,0,3.7,600,20,66,600,15
0,1,3.9,198,20,1156,700,15
0,0,3.7,53,3,190,350,15
0,1,4.1,737,21,50,800,15
1,0,3.7,83,20,513,600,15
1,1,4.0,202,62,1189,450,15
1,0,3.6,195,62,1196,500,15
1,0,4.0,220,20,558,500,15
1,0,3.8,185,62,235,250,15
1,1,4.3,53,20,249,600,15
1,0,3.9,52,62,823,300,15
1,1,4.5,1013,20,558,1100,15
1,0,3.9,186,62,558,500,15
0,0,3.8,139,21,1222,500,15
1,0,4.1,172,13,763,700,15
1,1,4.1,229,20,1065,550,15
0,0,3.7,41,62,84,250,15
1,0,3.0,58,72,1268,400,15
1,0,3.8,362,13,383,700,15
1,0,4.1,200,20,1067,800,15
1,0,3.0,119,72,267,500,15
1,0,3.7,145,20,1495,600,15
1,0,4.1,198,20,965,600,15
1,1,4.1,223,20,135,500,15
1,0,3.4,78,62,1552,400,15
1,0,3.3,145,20,610,900,15
1,0,2.9,619,62,1196,500,15
1,1,3.7,83,20,59,800,15
1,0,2.6,254,20,1196,1050,15
0,0,3.8,164,20,77,650,15
1,0,2.8,234,20,521,700,15
1,0,4.0,72,20,1088,400,15
1,1,3.9,321,20,52,750,15
1,1,4.2,405,20,1509,1500,15
1,0,3.7,220,62,266,400,15
1,0,4.0,722,13,374,1000,15
1,0,4.0,175,62,208,400,15
1,0,3.9,93,62,1358,400,15
1,0,3.8,202,20,558,600,15
1,0,3.7,82,20,558,800,15
1,1,4.0,667,20,1307,700,15
1,0,4.1,383,20,557,700,15
1,0,4.1,1208,20,1156,800,15
1,0,3.9,367,29,1429,450,15
1,1,4.0,694,20,1375,1200,15
1,0,4.1,155,20,558,1100,15
1,0,4.4,203,20,131,800,15
1,0,4.3,785,62,1156,300,15
1,0,3.7,42,62,521,500,15
1,0,3.8,311,20,723,800,15
0,1,4.4,1099,21,1172,1400,15
1,0,4.0,222,13,489,850,15
0,0,4.1,470,20,1156,800,15
0,0,3.8,161,62,235,300,15
0,1,4.2,783,20,1101,1400,15
0,0,4.2,142,0,175,500,15
0,0,3.8,41,0,175,500,15
1,0,4.1,178,29,824,400,15
1,0,3.9,115,20,521,550,15
1,1,4.0,178,20,29,1000,15
1,0,4.1,620,62,1569,200,15
1,0,3.9,248,4,896,1200,15
1,0,2.8,142,3,181,300,15
1,0,4.0,129,62,118,600,15
1,0,2.8,132,62,873,200,15
0,1,4.3,416,54,799,1800,15
1,0,3.7,68,20,1548,800,15
0,0,4.5,1181,16,338,900,15
1,1,4.2,559,13,406,1200,15
0,1,3.9,300,20,56,750,15
0,0,4.0,83,62,1352,500,15
0,0,3.9,121,20,107,600,15
0,0,3.9,47,62,1439,500,15
0,0,4.3,259,30,951,200,15
1,0,3.8,44,13,389,500,15
0,0,3.8,110,22,1221,700,15
0,0,3.8,41,0,175,400,15
0,0,4.3,241,0,181,100,15
0,0,4.1,107,9,223,350,15
0,0,4.0,95,29,181,300,15
0,0,3.9,78,62,181,650,15
0,0,2.9,56,20,104,700,15
0,0,2.8,69,62,868,300,15
0,0,3.7,90,20,1144,600,15
0,0,3.8,104,62,1061,400,15
0,0,2.6,45,29,235,650,15
0,0,4.0,81,20,2,1000,15
1,0,3.8,51,41,1547,300,15
1,0,2.9,54,62,852,250,15
0,0,3.8,92,13,332,700,15
1,1,4.4,816,46,682,1200,15
1,1,4.3,496,19,372,800,15
1,0,4.0,154,62,1121,400,15
0,0,3.7,53,3,190,350,15
1,0,4.0,99,62,1121,400,15
1,0,4.0,120,32,216,150,15
1,0,4.8,265,30,767,400,15
1,0,4.1,399,33,785,700,15
0,0,4.4,669,30,956,400,15
0,0,3.9,130,0,175,400,15
0,0,4.6,274,30,769,300,15
0,0,4.3,259,30,951,200,15
1,0,3.8,221,30,959,400,15
1,0,4.2,432,30,773,500,15
1,0,4.1,174,30,953,500,15
0,0,4.1,71,20,973,600,15
0,0,3.8,110,22,1221,700,15
0,0,3.8,41,0,175,400,15
1,0,3.8,109,30,956,450,15
1,0,3.8,31,41,773,300,15
1,0,3.9,35,29,181,500,15
1,0,3.9,90,30,767,300,15
0,0,3.9,87,30,773,300,15
0,0,4.0,95,29,181,300,15
1,0,3.8,48,70,1121,150,15
1,0,3.9,64,31,770,600,15
0,0,3.9,78,62,181,650,15
0,0,4.0,81,20,2,1000,15
1,1,4.5,506,13,455,650,15
0,0,4.2,142,0,175,500,15
0,0,4.3,241,0,181,100,15
0,0,3.8,41,0,175,500,15
0,0,4.0,168,20,286,600,15
0,1,4.2,788,21,50,800,15
1,1,4.4,2640,22,1468,600,15
1,1,4.3,1446,20,1625,1500,15
0,0,3.9,259,20,95,450,15
1,1,4.2,884,13,474,800,15
1,1,4.5,435,20,145,1200,15
1,0,3.8,223,20,68,600,15
1,0,4.0,430,20,1524,800,15
0,1,4.0,240,20,1067,1400,15
0,0,4.2,232,51,1555,300,15
0,0,4.1,112,20,558,450,15
0,0,3.8,167,20,77,650,15
1,1,4.1,232,20,1065,550,15
1,0,3.8,65,62,1605,400,15
1,0,3.7,380,20,111,800,15
1,0,4.0,72,20,1088,550,15
0,0,4.1,114,20,799,1400,15
1,0,4.0,386,20,557,700,15
1,0,4.1,3248,20,1402,750,15
0,0,4.2,96,20,84,700,15
1,0,3.4,309,20,262,750,15
1,1,3.6,108,13,654,800,15
1,0,3.9,197,20,1058,600,15
1,0,3.6,149,20,1276,700,15
0,1,3.9,203,20,1156,700,15
0,0,3.8,139,21,1222,500,15
1,0,3.5,316,20,1145,700,15
1,0,3.8,98,20,1572,600,15
1,0,3.9,118,20,521,550,15
1,0,2.7,185,20,1426,450,15
1,0,4.4,1514,62,1115,300,15
0,0,3.8,33,62,1041,250,15
1,0,3.9,118,62,821,400,15
1,0,4.0,182,62,208,400,15
1,0,3.9,727,62,323,600,15
1,0,3.8,189,62,235,250,15
1,0,3.7,119,62,96,300,15
1,0,3.1,639,62,322,450,15
0,0,4.0,129,62,118,600,15
1,0,3.9,187,62,560,500,15
0,0,3.7,54,3,190,350,15
1,0,3.7,120,62,609,450,15
1,0,4.0,160,62,1190,500,15
1,0,3.9,43,62,315,600,15
1,0,3.8,134,62,851,400,15
1,0,3.7,59,62,1497,300,15
1,0,3.9,57,62,823,300,15
1,0,4.0,211,62,1150,550,15
1,0,3.7,94,62,1058,400,15
1,0,3.8,52,62,1597,300,15
1,0,2.9,217,62,322,500,15
1,0,3.6,80,62,1061,450,15
0,1,4.7,1697,20,813,1400,15
0,1,4.4,1129,21,1492,1400,15
1,1,4.2,471,54,196,1800,15
1,1,4.4,2392,54,19,2000,15
0,1,4.2,1145,20,1325,1600,15
0,0,4.5,1239,16,338,900,15
1,1,4.5,1065,20,521,1100,15
0,0,4.1,488,20,1156,800,15
1,1,4.4,1339,20,1385,800,15
1,1,4.6,376,20,276,800,15
1,1,4.2,609,13,406,1200,15
1,0,4.1,1286,20,1156,800,15
1,1,4.4,859,46,682,1200,15
1,0,3.4,356,51,79,350,15
0,1,4.2,2011,20,703,800,15
0,1,3.9,303,20,56,750,15
1,0,4.2,224,20,84,1000,15
1,1,4.1,605,13,455,700,15
1,0,3.9,63,62,1564,400,15
1,0,4.4,214,20,131,800,15
1,1,4.2,367,26,912,1400,15
1,1,4.2,1223,60,888,1400,15
1,0,3.9,616,20,539,750,15
0,1,3.9,695,54,746,1500,15
1,1,3.8,389,60,730,1300,15
1,0,3.8,142,20,925,700,15
1,0,3.5,531,20,1399,600,15
1,0,3.8,77,20,82,450,15
1,1,3.8,325,20,52,750,15
1,1,4.3,482,20,1547,750,15
1,1,4.2,421,20,1509,1500,15
1,1,3.9,764,57,628,1500,15
0,0,3.9,130,20,107,600,15
0,1,4.2,310,20,1067,1300,15
0,0,4.0,55,51,1569,200,15
1,0,4.1,206,20,1543,650,15
1,0,4.3,193,13,357,700,15
0,1,4.2,789,20,1101,1400,15
1,1,4.0,717,20,610,800,15
0,0,4.0,170,57,878,1100,15
0,0,3.9,248,4,896,1200,15
1,1,4.0,671,20,1307,700,15
1,1,3.5,135,20,1328,1000,15
1,0,3.7,82,20,513,600,15
1,0,4.1,203,20,965,600,15
1,1,4.0,47,20,656,800,15
1,0,3.8,323,20,723,800,15
1,0,4.1,163,20,558,1100,15
1,0,3.9,360,20,1384,650,15
0,0,3.8,94,13,332,700,15
1,1,4.1,226,20,135,500,15
1,0,3.8,204,20,66,600,15
1,0,3.7,214,20,111,700,15
0,1,3.9,75,21,629,1200,15
1,0,3.5,67,20,1197,500,15
1,1,3.9,293,20,1521,900,15
1,0,3.8,191,20,1386,650,15
1,0,3.7,75,19,398,500,15
1,1,4.0,183,20,29,1000,15
0,1,4.0,395,4,738,1300,15
1,0,2.8,236,20,524,600,15
0,0,4.0,250,13,387,600,15
1,0,3.7,205,20,558,600,15
1,1,4.1,449,20,609,500,15
1,0,4.0,249,20,235,600,15
1,1,3.7,399,20,1414,1000,15
1,0,3.6,328,20,1375,600,15
1,0,3.6,226,62,266,400,15
1,0,3.7,214,20,1057,600,15
1,0,4.1,202,20,1067,800,15
1,0,3.9,58,13,389,500,15
1,0,3.8,292,20,296,600,15
1,0,4.0,277,13,416,900,15
0,0,4.1,71,20,973,600,15
0,0,3.7,110,22,1221,700,15
1,0,2.5,256,20,1196,1050,15
1,1,3.9,123,20,59,800,15
0,0,3.9,58,4,685,1300,15
1,0,3.8,88,62,1047,400,15
0,0,3.7,46,13,332,500,15
1,0,3.7,111,21,56,600,15
1,0,2.9,128,20,1033,600,15
1,0,3.9,228,20,611,600,15
1,0,3.5,122,20,236,750,15
1,0,3.5,183,20,577,500,15
0,0,3.5,50,20,1557,600,15
1,0,3.8,141,13,409,650,15
0,0,3.7,102,4,1429,1200,15
1,0,3.7,92,20,1277,500,15
1,0,3.7,66,62,581,400,15
1,0,3.8,103,20,558,500,15
0,0,3.9,62,13,436,450,15
1,0,3.6,57,13,332,650,15
1,0,3.1,151,20,1181,500,15
1,0,3.8,80,20,521,750,15
1,0,3.6,80,20,975,800,15
0,0,3.7,103,20,1156,600,15
0,0,2.9,55,20,104,700,15
1,0,3.7,42,62,521,500,15
1,0,3.8,78,13,436,550,15
1,0,3.7,124,20,760,600,15
0,0,4.0,82,20,2,1000,15
1,0,3.9,97,13,437,350,15
1,0,2.7,171,20,282,500,15
1,0,2.7,442,20,1474,750,15
